levene_p,anova_p,kruskal_p,eta_sq,omega_sq,n
0.18128856771357826,0.12674952936004258,0.209562580182306,0.007181449570605764,0.003187039165257232,1000
0.2209570041874041,0.05500465089252948,0.09343277476942592,0.008409905071484628,0.004783326551901308,1100
0.04842626097738699,0.03682157906270378,0.08567342245336483,0.008511920364050258,0.005188826658340767,1200
0.0713720032966888,0.05409888315434256,0.05863810914095289,0.0071476343573517905,0.004077782543748909,1300
0.09115269025563233,0.07166235082938915,0.0936958287705158,0.0061476614592577885,0.0032955577660996505,1400
0.08078665374274209,0.06013000712964568,0.090647247412695,0.006023953260199836,0.0033622501277253826,1500
0.14187012542090432,0.046457539146389205,0.05965198464670194,0.0060377122164747285,0.0035428090379727444,1600
0.2960265564742599,0.11901939624493718,0.08141485875492921,0.004317924301082253,0.001967076580911862,1700
0.19574031184559845,0.10620046464179247,0.07561497545394211,0.004238148064088479,0.0020180606459548962,1800
0.09340588639480683,0.08855763417177422,0.053955187033053464,0.004254512664043349,0.002151544674468558,1900
0.10770565584904902,0.061659951602656124,0.03409374929442111,0.004487734009755153,0.0024904766844175696,2000
0.09161096246918252,0.034439515259315,0.0210173199561995,0.004941731709650032,0.003040415020739854,2100
0.10460986365115883,0.023059245815886524,0.014761923854254084,0.005147756723691038,0.0033333033672274196,2200
0.0547189110024986,0.0070190396263172545,0.004471698614065114,0.00611715903706114,0.0043830032394300686,2300
0.034072186176478524,0.0037575291070940683,0.0016860324847254762,0.006451090881799555,0.00478973202188385,2400
0.05910830300018811,0.004348831228634216,0.0022030655822471604,0.0060618762677625395,0.004466608921942791,2500
0.06348521046394301,0.007141623474471812,0.004021829289860311,0.00539700899391061,0.003862421887788652,2600
0.054861727805616003,0.0031905636607816893,0.0018613099060272567,0.005871312613087095,0.004394176017174756,2700
0.050461681644107574,0.003153717623131495,0.0014694958597202925,0.0056712200274790184,0.0042466984767078764,2800
0.034640066753459715,0.0022713655431132944,0.0014786049893628118,0.0057290254112789245,0.0043537533183912284,2900
0.023834768457486895,0.0032774528792714735,0.0032268601631791198,0.005264859713386372,0.003935025032643691,3000
